*	5251			
บ๊ะจ่าง	noun	1	zongzi.	Borrowed from Min Nan 肉粽 (bah-chàng).
บ๊ายบาย	intj	1	(childish) bye-bye.	From English bye-bye.
บ๊ายบาย	verb	1	(1) (colloquial, childish) to say goodbye. (2) (colloquial) to not involve in some situation.	From English bye-bye.
บ๋อย	noun	1	(slang, sometimes derogatory or offensive) waiter.	From English boy. Compare Khmer បោយ (baoy), Lao ໂບຍ (bōi), Vietnamese bồi.
ปกติ	adj	1	ordinary; normal; typical; regular; usual.	From Pali pakati (“original or natural form, natural state or condition; etc.”); compare Sanskrit प्रकृति (prakṛti, “nature; character; constitution; etc.”). Cognate with Burmese ပကတိ (pa.ka.ti.), Khmer ប្រក្រតី (praʼkrɑdəy), បកតិ (bɑɑkteʼ), Lao ປົກກະຕິ (pok ka ti). Doublet of ปรกติ (bpròk-gà-dtì).
ปฏิกิริยา	noun	1	reaction.	From ปฏิ (bpà-dtì, “against, opposite; in response, back; etc”) + กิริยา (gì-rí-yaa, “action”); calque of English reaction.
ปฏิกูล	noun	1	(formal) rotten thing.	From Pali paṭikkūla (“against the slope; averse; objectionable; contrary; disagreeable”).
ปฏิชีวนะ	noun	1	antibiotic.	From ปฏิ (bpà-dtì, “against”) + ชีวนะ (“biotic”); calque of English antibiotic. Cognate with Burmese ပဋိဇီဝဆေး (pa.ti.jiwa.hce:).
ปฏิญาณ	verb	1	to promise by an oath; to vow; to pledge.	From Pali paṭiññāṇa.
ปฏิทิน	noun	1	calendar.	From Pali patidina (“daily”), composed of pati, paṭi (“towards; together; apart; etc.”) + dina (“day”); compare Sanskrit प्रतिदिन (pratidina, “day by day; daily; every day”). Cognate with Khmer បដិទិន (paʼdetɨn), ប្រតិទិន (prɑtetɨn), Lao ປະຕິທິນ (pa ti thin), Burmese ပြက္ခဒိန် (prakhka.din).
ปฏิบัติ	verb	1	(1) (formal) to conduct; to do; to perform; to carry out. (2) (formal) to conduct; to behave. (3) (formal) to treat: to act or behave (towards someone in some way). (4) (formal) to observe; to follow; to comply (with). (5) (formal) to serve; to attend. (6) (formal) to practice (as a profession or occupation, habitually or customarily, or for acquiring skill or proficiency).	From Pali paṭipatti (“course of action; conduct; observance”). Cognate with Old Khmer pattipãtta (“admission, reception; to be admitted (to), to be received (into); etc”); Modern Khmer បដិបត្តិ (bɑɑdəptteʼ, “to perform; to carry out; etc”); Lao ປະຕິບັດ (pa ti bat).
ปฏิรูป	adj	1	(1) (elegant) proper; appropriate; suitable; agreeable. (2) (elegant) false; fake; feigned; forged.	From Pali paṭirūpa (“proper, beautiful, agreeable; forged, quack; representation, model; etc”), from paṭi (against, opposite; in response, back) + rūpa (“shape, form”); ultimately from Sanskrit प्रतिरूप (pratirūpa, idem), from प्रति (prati, idem) + रूप (rūpa, idem); equivalent to Thai ปฏิ (bpà-dtì) + รูป (rûup). Compare English reform.
ปฏิรูป	verb	1	to reform: to change to a better form, state, etc; to improve by alteration, abolition, etc.	From Pali paṭirūpa (“proper, beautiful, agreeable; forged, quack; representation, model; etc”), from paṭi (against, opposite; in response, back) + rūpa (“shape, form”); ultimately from Sanskrit प्रतिरूप (pratirūpa, idem), from प्रति (prati, idem) + रूप (rūpa, idem); equivalent to Thai ปฏิ (bpà-dtì) + รูป (rûup). Compare English reform.
ปฏิวัติ	noun	1	(1) (elegant) rolling back; turning back. (2) far-reaching and drastic change. (3) (government, politics) overthrow and replacement of a government or social order. (4) (colloquial, nonstandard, proscribed) coup d'état.	From Pali paṭivatti (literally “rolling back; turning back”), from paṭi (“back; against”) + vatti (“rolling; turning”); equivalent to Thai ปฏิ (bpà-dtì) + วัติ. Cognate with Khmer បដិវត្តន៍ (pa’de’voat), Lao ປະຕິວັດ.
ปฏิวัติ	verb	1	(1) to carry out such a revolution. (2) (colloquial, nonstandard, proscribed) to carry out a coup d'état.	From Pali paṭivatti (literally “rolling back; turning back”), from paṭi (“back; against”) + vatti (“rolling; turning”); equivalent to Thai ปฏิ (bpà-dtì) + วัติ. Cognate with Khmer បដិវត្តន៍ (pa’de’voat), Lao ປະຕິວັດ.
ปฏิสสาร	noun	1	antimatter.	Calque of English antimatter. Same as ปฏิ (bpà-dtì) + สสาร (sà-sǎan).
ปฏิเสธ	verb	1	to deny; to refute	From Pali paṭisedha (“prohibition; warding off; refusal”).
ปฐม	adj	1	first; primary.	From Pali paṭhama (“first”). Compare Sanskrit प्रथम (prathama).
ปฐม	name	1	a male given name from Pali; Pathom	From Pali paṭhama (“first”). Compare Sanskrit प्रथम (prathama).
ปฐมพยาบาล	noun	1	first aid.	From ปฐม (bpà-tǒm, “primary”) + พยาบาล (pá-yaa-baan, “care”); possibly calque of English first aid.
ปฐมพยาบาล	verb	1	to provide first aid (to).	From ปฐม (bpà-tǒm, “primary”) + พยาบาล (pá-yaa-baan, “care”); possibly calque of English first aid.
ปฐมยาม	noun	1	(archaic) the first part of the night, lasting from 18:00–21:00 hours.	Possibly from Pali paṭhama (“first; primary; etc.”), compare Sanskrit प्रथम (prathama, “first; primary; etc.”) + यामा (yāmā, “a period of time, usually three hours; etc.”); literally "the first period".
ปณิธาน	noun	1	(formal, elegant) wish, desire, aspiration; resolution, determination; will, intent.	From Pali paṇidhāna (“aspiration; determination; vow; prayer; etc”); ultimately from Sanskrit प्रणिधान (praṇidhāna, idem), from which Thai ประณิธาน is derived.
ปทุม	name	1	(Buddhism) Paduma, one of the ancient Buddhas.	From Pali paduma (“lotus”), from Sanskrit पद्म (padma, “idem”). Cognate with Lao ທຸມ (thum).
ปทุม	noun	1	(1) (elegant) Indian lotus, the plant Nelumbo nucifera of the family Nelumbonaceae. (2) (elegant) any lotus or water lily. (3) (elegant, figurative) female breast.	From Pali paduma (“lotus”), from Sanskrit पद्म (padma, “idem”). Cognate with Lao ທຸມ (thum).
ปทุมธานี	name	1	(จังหวัด~) Pathum Thani, a province of Thailand.	From Pali paduma (“lotus”) + dhānī (“city; abode; etc”); literally "city of lotuses"; equivalent to Thai ปทุม (bpà-tum) + ธานี (taa-nii); coined by Rama II around 1815 after receiving lotuses, a plant native to the locality, from locals at a local festival; formerly known as สามโคก.
ปทุมุตร	name	1	(Buddhism) Padumuttara, one of the ancient Buddhas.	From Pali padumuttara (literally “lotus top”), from paduma (“lotus”) + uttara (“top, over, upon, above; better, superior; etc”), equivalent to Thai ปทุม (bpà-tum) + อุตร.
ปรกติ	adj	1	Synonym of ปกติ (bpà-gà-dtì)	Semi-learned borrowing from Sanskrit प्रकृति (prakṛti, “nature; character; constitution; etc.”).
ปรตยาค	verb	1	Alternative form of ปริตยาค (bpà-rít-dtà-yâak)	From Sanskrit परित्याग (parityāga).
ปรมาณู	noun	1	atom	Borrowed from Sanskrit परमाणु (paramāṇu).
ปรสิต	noun	1	(1) parasite. (2) (slang, figurative) parasite: person clinging to another for personal gain, person living at the expenses of others, etc.	From English parasite.
ปรอท	noun	1	(1) (chemistry) mercury; quicksilver. (2) (colloquial) thermometer. (3) (pathology, of a royal person) (พระ~) fever. (4) (figurative) used to describe a very quick movement.	From Pali pārada (“mercury”) or Sanskrit पारद (pārada, idem); possibly via Old Khmer paraṭta (idem). Cognate with Modern Khmer បារត (baarɑɑt).
ประกอบ	verb	1	(1) to put together; to assemble. (2) to do; to perform. (3) to consist of; to be composed of. (4) to be an ingredient of. (5) to be an accessory; to be in addition to. (6) to illustrate.	Compare Khmer ផ្គួប (phkuəp), Mon ဗ္ဂပ် / ဗဂပ်. Possibly relate to ประกบ.
ประกัน	noun	1	(1) guarantee: someone or something that assures a condition or outcome. (2) (law) security: someone or something serving as surety for the fulfillment of an obligation, promise, etc. (3) hostage: person seized or held as security. (4) (law) bond: surety promise or agreement. (5) (law) bail: provisional release of an accused person pending trial or appeal. (6) (law) insurance. (7) (slang) insurance agency or agent.	From Khmer ប្រកាន់ (prɑɑkan, “to hold; to uphold; to adhere; to maintain; etc”), from ប្រ (prɑɑ, prefix indicating mutual repetition and others) + កាន់ (kan, “to hold, to handle, to carry; to be responsible for, to be in charge of, etc”), the latter being from Pre-Angkorian Old Khmer kan, kān (“to secure, to make fast; to hold, to carry, to wield; to exercise, to use; etc”); equivalent to Thai ประ (bprà) + กัน (gan). Cognate with Lao ປະກັນ (pa kan). Compare Old Khmer phkan.
ประกัน	verb	1	(1) to guarantee; to assure; to ensure; to secure. (2) (law) to bail out: to secure the provisional release (of an accused person). (3) (law) to insure through an insurance contract.	From Khmer ប្រកាន់ (prɑɑkan, “to hold; to uphold; to adhere; to maintain; etc”), from ប្រ (prɑɑ, prefix indicating mutual repetition and others) + កាន់ (kan, “to hold, to handle, to carry; to be responsible for, to be in charge of, etc”), the latter being from Pre-Angkorian Old Khmer kan, kān (“to secure, to make fast; to hold, to carry, to wield; to exercise, to use; etc”); equivalent to Thai ประ (bprà) + กัน (gan). Cognate with Lao ປະກັນ (pa kan). Compare Old Khmer phkan.
ประการ	noun	1	(1) mode. (2) type. (3) variety.	From Sanskrit प्रकार (prakāra, “form”). Cognate with Lao ປະການ (pa kān), Lü ᦕᦂᦱᧃ (ṗhk̇aan).
ประกาศ	noun	1	(1) announcement; declaration; proclamation; notice; notification. (2) (punctuation, elegant, chiefly in combination) sign; mark.	From Sanskrit प्रकाश (prakāśa, “shining, bright; light; enlightenment; visible, open; etc”). Cognate with Old Khmer prakāśe; Modern Khmer ប្រកាស (prɑɑkaah).
ประกาศ	verb	1	to announce; to declare; to proclaim; to give notice (of).	From Sanskrit प्रकाश (prakāśa, “shining, bright; light; enlightenment; visible, open; etc”). Cognate with Old Khmer prakāśe; Modern Khmer ប្រកាស (prɑɑkaah).
ประกาศิต	noun	1	command; order; commandment	From Sanskrit प्रकाशित (prakāśita, “made clear, manifest, visible”).
ประจาน	verb	1	to expose to public condemnation or humiliation.	From Old Khmer phcāla (“to correct, to reform; to rebuke, to reprove; to chastise, to punish”). Cognate with Modern Khmer ផ្ចាល (phcaal); Lao ປະຈານ (pa chān).

ประจำ	adj	1	(1) constant; frequent; habitual. (2) customary; normal. (3) fixed; permanent. (4) particular, specific; intended (for), specified (for).	From Old Khmer pracāṃ (“to cause to wait; to keep; to hold in reserve”), extended form of cāṃ, cāṃm, cām, caṃ, cam (“to guard, to be on guard, to watch; to await, to expect; to remain, to stay; to attend, to serve; to maintain, to support; to bear in mind, to memorise, to recall, to remember; etc”).<br>Compare Modern Khmer ប្រចាំ (prɑɑcam), Lao ປະຈຳ (pa cham), Northern Thai ᨷᩕᨧᩴᩣ.
ประจำ	noun	1	(law) deposit: thing given as security or in part payment.	From Old Khmer pracāṃ (“to cause to wait; to keep; to hold in reserve”), extended form of cāṃ, cāṃm, cām, caṃ, cam (“to guard, to be on guard, to watch; to await, to expect; to remain, to stay; to attend, to serve; to maintain, to support; to bear in mind, to memorise, to recall, to remember; etc”).<br>Compare Modern Khmer ប្រចាំ (prɑɑcam), Lao ປະຈຳ (pa cham), Northern Thai ᨷᩕᨧᩴᩣ.
ประจำ	verb	1	(1) to affix; to attach; to fix. (2) to assign; to position; to station. (3) to remain, to stay; to cause to remain or stay.	From Old Khmer pracāṃ (“to cause to wait; to keep; to hold in reserve”), extended form of cāṃ, cāṃm, cām, caṃ, cam (“to guard, to be on guard, to watch; to await, to expect; to remain, to stay; to attend, to serve; to maintain, to support; to bear in mind, to memorise, to recall, to remember; etc”).<br>Compare Modern Khmer ប្រចាំ (prɑɑcam), Lao ປະຈຳ (pa cham), Northern Thai ᨷᩕᨧᩴᩣ.
ประจิม	noun	1	west.	From Sanskrit पश्चिम (paścima). Compare Pali pacchima.
ประชวร	noun	1	(of a god or royal person) (พระ~) ailment; illness; sickness.	From Khmer ប្រឈួន (prɑɑchuən, “to be sick or ill (of monks or royalty)”), ultimately from Sanskrit प्रज्वार (prajvāra, “heat of fever”).
ประชวร	verb	1	(of a god or royal person) to be ailing; to be sick; to be ill.	From Khmer ប្រឈួន (prɑɑchuən, “to be sick or ill (of monks or royalty)”), ultimately from Sanskrit प्रज्वार (prajvāra, “heat of fever”).
ประชัน	adv	1	against; in a competing manner.	Uncertain. Perhaps related to Thai ประจัญ, ประจญ, ประเชิญ (bprà-chəən). Compare Khmer ប្រឆាំង (prɑɑchang).
ประชัน	verb	1	to be against; to bring against, to compare; to go against, to compete, to contend, to contest.	Uncertain. Perhaps related to Thai ประจัญ, ประจญ, ประเชิญ (bprà-chəən). Compare Khmer ប្រឆាំង (prɑɑchang).
ประชา	noun	1	people.	From Sanskrit प्रजा (prajā, “people”).
ประชาชาติ	noun	1	(1) nation; state. (2) national; citizen.	From ประชา (bprà-chaa, “people”) + ชาติ (châat, “birth; caste; kind; race”). Calque of English nation, coined by Wan Waithayakon.
ประชานิยม	adj	1	populist (of, relating to, or characteristic of populism or its adherents).	From Sanskrit प्रजा (prajā, “people”) + नियम (niyama, “precept; principle; theory; etc.”).
ประชานิยม	noun	1	populism.	From Sanskrit प्रजा (prajā, “people”) + नियम (niyama, “precept; principle; theory; etc.”).
ประชาบดี	name	1	(1) (Hinduism) Prajāpati, the god of creatures, sometimes considered to be the same one as Brahma. (2) (Buddhism) Prajāpati, the aunt of Gautama Buddha.	From Sanskrit प्रजापति (prajāpati, literally “chief of mankind; chief of creation”), from प्रजा (prajā, “mankind, people; creation, procreation”) + पति (pati, “chief; lord; master”); equivalent to Thai ประชา (bprà-chaa) + บดี (bɔɔ-dii).
